,EquipGrp,Grade,GradeT,DisplayStat,StatT,Chance,Duration,MinLvl,MaxLvl,StatValue
63,Hat,Rare,Non prime,10% chance to feel deeply moved for 10 seconds when being attacked,Perc,0.1,10, 0 ,300,
64,Hat,Rare,Non prime,10% chance to show angry for 10 seconds when being attacked,Perc,0.1,10, 0 ,300,
65,Hat,Rare,Prime,STR,Flat,1.0,0,0,20,2
66,Hat,Rare,Prime,STR,Flat,1.0,0,21,40,4
67,Hat,Rare,Prime,STR,Flat,1.0,0,41,50,6
68,Hat,Rare,Prime,STR,Flat,1.0,0,51,70,8
69,Hat,Rare,Prime,STR,Flat,1.0,0,71,90,10
70,Hat,Rare,Prime,STR,Flat,1.0,0,91,300,12
71,Hat,Rare,Prime,DEX,Flat,1.0,0,0,20,2
72,Hat,Rare,Prime,DEX,Flat,1.0,0,21,40,4
73,Hat,Rare,Prime,DEX,Flat,1.0,0,41,50,6
74,Hat,Rare,Prime,DEX,Flat,1.0,0,51,70,8
75,Hat,Rare,Prime,DEX,Flat,1.0,0,71,90,10
76,Hat,Rare,Prime,DEX,Flat,1.0,0,91,300,12
77,Hat,Rare,Prime,INT,Flat,1.0,0,0,20,2
78,Hat,Rare,Prime,INT,Flat,1.0,0,21,40,4
79,Hat,Rare,Prime,INT,Flat,1.0,0,41,50,6
80,Hat,Rare,Prime,INT,Flat,1.0,0,51,70,8
81,Hat,Rare,Prime,INT,Flat,1.0,0,71,90,10
82,Hat,Rare,Prime,INT,Flat,1.0,0,91,300,12
83,Hat,Rare,Prime,LUK,Flat,1.0,0,0,20,2
84,Hat,Rare,Prime,LUK,Flat,1.0,0,21,40,4
85,Hat,Rare,Prime,LUK,Flat,1.0,0,41,50,6
86,Hat,Rare,Prime,LUK,Flat,1.0,0,51,70,8
87,Hat,Rare,Prime,LUK,Flat,1.0,0,71,90,10
88,Hat,Rare,Prime,LUK,Flat,1.0,0,91,300,12
89,Hat,Rare,Prime,MaxHP,Flat,1.0,0,0,10,10
90,Hat,Rare,Prime,MaxHP,Flat,1.0,0,11,20,20
91,Hat,Rare,Prime,MaxHP,Flat,1.0,0,21,30,30
92,Hat,Rare,Prime,MaxHP,Flat,1.0,0,31,40,40
93,Hat,Rare,Prime,MaxHP,Flat,1.0,0,41,50,50
94,Hat,Rare,Prime,MaxHP,Flat,1.0,0,51,60,60
95,Hat,Rare,Prime,MaxHP,Flat,1.0,0,61,70,70
96,Hat,Rare,Prime,MaxHP,Flat,1.0,0,71,80,80
97,Hat,Rare,Prime,MaxHP,Flat,1.0,0,81,90,90
98,Hat,Rare,Prime,MaxHP,Flat,1.0,0,91,100,100
99,Hat,Rare,Prime,MaxHP,Flat,1.0,0,101,110,110
100,Hat,Rare,Prime,MaxHP,Flat,1.0,0,111,300,120
101,Hat,Rare,Prime,MaxMP,Flat,1.0,0,0,10,10
102,Hat,Rare,Prime,MaxMP,Flat,1.0,0,11,20,20
103,Hat,Rare,Prime,MaxMP,Flat,1.0,0,21,30,30
104,Hat,Rare,Prime,MaxMP,Flat,1.0,0,31,40,40
105,Hat,Rare,Prime,MaxMP,Flat,1.0,0,41,50,50
106,Hat,Rare,Prime,MaxMP,Flat,1.0,0,51,60,60
107,Hat,Rare,Prime,MaxMP,Flat,1.0,0,61,70,70
108,Hat,Rare,Prime,MaxMP,Flat,1.0,0,71,80,80
109,Hat,Rare,Prime,MaxMP,Flat,1.0,0,81,90,90
110,Hat,Rare,Prime,MaxMP,Flat,1.0,0,91,100,100
111,Hat,Rare,Prime,MaxMP,Flat,1.0,0,101,110,110
112,Hat,Rare,Prime,MaxMP,Flat,1.0,0,111,300,120
113,Hat,Rare,Prime,DEF,Flat,1.0,0,0,10,10
114,Hat,Rare,Prime,DEF,Flat,1.0,0,11,20,20
115,Hat,Rare,Prime,DEF,Flat,1.0,0,21,30,30
116,Hat,Rare,Prime,DEF,Flat,1.0,0,31,40,40
117,Hat,Rare,Prime,DEF,Flat,1.0,0,41,50,50
118,Hat,Rare,Prime,DEF,Flat,1.0,0,51,60,60
119,Hat,Rare,Prime,DEF,Flat,1.0,0,61,70,70
120,Hat,Rare,Prime,DEF,Flat,1.0,0,71,80,80
121,Hat,Rare,Prime,DEF,Flat,1.0,0,81,90,90
122,Hat,Rare,Prime,DEF,Flat,1.0,0,91,100,100
123,Hat,Rare,Prime,DEF,Flat,1.0,0,101,110,110
124,Hat,Rare,Prime,DEF,Flat,1.0,0,111,300,120
125,Hat,Rare,Prime,STR%,Perc,1.0,0,0,30,1%
126,Hat,Rare,Prime,STR%,Perc,1.0,0,31,70,2%
127,Hat,Rare,Prime,STR%,Perc,1.0,0,71,300,3%
128,Hat,Rare,Prime,DEX%,Perc,1.0,0,0,30,1%
129,Hat,Rare,Prime,DEX%,Perc,1.0,0,31,70,2%
130,Hat,Rare,Prime,DEX%,Perc,1.0,0,71,300,3%
131,Hat,Rare,Prime,INT%,Perc,1.0,0,0,30,1%
132,Hat,Rare,Prime,INT%,Perc,1.0,0,31,70,2%
133,Hat,Rare,Prime,INT%,Perc,1.0,0,71,300,3%
134,Hat,Rare,Prime,LUK%,Perc,1.0,0,0,30,1%
135,Hat,Rare,Prime,LUK%,Perc,1.0,0,31,70,2%
136,Hat,Rare,Prime,LUK%,Perc,1.0,0,71,300,3%
137,Hat,Rare,Prime,MaxHP%,Perc,1.0,0,0,30,1%
138,Hat,Rare,Prime,MaxHP%,Perc,1.0,0,31,70,2%
139,Hat,Rare,Prime,MaxHP%,Perc,1.0,0,71,300,3%
140,Hat,Rare,Prime,MaxMP%,Perc,1.0,0,0,30,1%
141,Hat,Rare,Prime,MaxMP%,Perc,1.0,0,31,70,2%
142,Hat,Rare,Prime,MaxMP%,Perc,1.0,0,71,300,3%
143,Hat,Rare,Prime,DEF%,Perc,1.0,0,0,30,1%
144,Hat,Rare,Prime,DEF%,Perc,1.0,0,31,70,2%
145,Hat,Rare,Prime,DEF%,Perc,1.0,0,71,300,3%
146,Hat,Rare,Prime,All Stats,Flat,1.0,0,0,20,1
147,Hat,Rare,Prime,All Stats,Flat,1.0,0,21,40,2
148,Hat,Rare,Prime,All Stats,Flat,1.0,0,41,60,3
149,Hat,Rare,Prime,All Stats,Flat,1.0,0,61,80,4
150,Hat,Rare,Prime,All Stats,Flat,1.0,0,81,300,5
151,Hat,Epic,Prime,STR%,Perc,1.0,0,0,30,2%
152,Hat,Epic,Prime,STR%,Perc,1.0,0,31,70,4%
153,Hat,Epic,Prime,STR%,Perc,1.0,0,71,300,6%
154,Hat,Epic,Prime,DEX%,Perc,1.0,0,0,30,2%
155,Hat,Epic,Prime,DEX%,Perc,1.0,0,31,70,4%
156,Hat,Epic,Prime,DEX%,Perc,1.0,0,71,300,6%
157,Hat,Epic,Prime,INT%,Perc,1.0,0,0,30,2%
158,Hat,Epic,Prime,INT%,Perc,1.0,0,31,70,4%
159,Hat,Epic,Prime,INT%,Perc,1.0,0,71,300,6%
160,Hat,Epic,Prime,LUK%,Perc,1.0,0,0,30,2%
161,Hat,Epic,Prime,LUK%,Perc,1.0,0,31,70,4%
162,Hat,Epic,Prime,LUK%,Perc,1.0,0,71,300,6%
163,Hat,Epic,Prime,MaxHP%,Perc,1.0,0,0,30,2%
164,Hat,Epic,Prime,MaxHP%,Perc,1.0,0,31,70,4%
165,Hat,Epic,Prime,MaxHP%,Perc,1.0,0,71,300,6%
166,Hat,Epic,Prime,MaxMP%,Perc,1.0,0,0,30,2%
167,Hat,Epic,Prime,MaxMP%,Perc,1.0,0,31,70,4%
168,Hat,Epic,Prime,MaxMP%,Perc,1.0,0,71,300,6%
169,Hat,Epic,Prime,DEF%,Perc,1.0,0,0,30,2%
170,Hat,Epic,Prime,DEF%,Perc,1.0,0,31,70,4%
171,Hat,Epic,Prime,DEF%,Perc,1.0,0,71,300,6%
172,Hat,Epic,Prime,All Stats%,Perc,1.0,0,0,30,1%
173,Hat,Epic,Prime,All Stats%,Perc,1.0,0,31,70,2%
174,Hat,Epic,Prime,All Stats%,Perc,1.0,0,71,300,3%
175,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,0,10,3
176,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,11,20,5
177,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,21,30,7
178,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,31,40,9
179,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,41,50,11
180,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,51,60,13
181,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,61,70,15
182,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,71,80,17
183,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,81,90,19
184,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,91,100,21
185,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,101,110,23
186,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,111,300,25
187,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,0,10,5
188,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,11,20,8
189,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,21,30,11
190,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,31,40,14
191,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,41,50,17
192,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,51,60,20
193,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,61,70,23
194,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,71,80,26
195,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,81,90,29
196,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,91,100,32
197,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,101,110,35
198,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Perc,0.2,0,111,300,38
199,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,0,10,7
200,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,11,20,11
201,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,21,30,15
202,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,31,40,19
203,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,41,50,23
204,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,51,60,27
205,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,61,70,31
206,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,71,80,35
207,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,81,90,39
208,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,91,100,43
209,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,101,110,47
210,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Perc,0.3,0,111,300,51
211,Hat,Unique,Prime,STR%,Perc,0.3,0,0,30,3%
212,Hat,Unique,Prime,STR%,Perc,0.3,0,31,70,6%
213,Hat,Unique,Prime,STR%,Perc,0.3,0,71,300,9%
214,Hat,Unique,Prime,DEX%,Perc,0.3,0,0,30,3%
215,Hat,Unique,Prime,DEX%,Perc,0.3,0,31,70,6%
216,Hat,Unique,Prime,DEX%,Perc,0.3,0,71,300,9%
217,Hat,Unique,Prime,INT%,Perc,0.3,0,0,30,3%
218,Hat,Unique,Prime,INT%,Perc,0.3,0,31,70,6%
219,Hat,Unique,Prime,INT%,Perc,0.3,0,71,300,9%
220,Hat,Unique,Prime,LUK%,Perc,0.3,0,0,30,3%
221,Hat,Unique,Prime,LUK%,Perc,0.3,0,31,70,6%
222,Hat,Unique,Prime,LUK%,Perc,0.3,0,71,300,9%
223,Hat,Unique,Prime,MaxHP%,Perc,0.3,0,0,30,3%
224,Hat,Unique,Prime,MaxHP%,Perc,0.3,0,31,70,6%
225,Hat,Unique,Prime,MaxHP%,Perc,0.3,0,71,300,9%
226,Hat,Unique,Prime,MaxMP%,Perc,0.3,0,0,30,3%
227,Hat,Unique,Prime,MaxMP%,Perc,0.3,0,31,70,6%
228,Hat,Unique,Prime,MaxMP%,Perc,0.3,0,71,300,9%
229,Hat,Unique,Prime,DEF%,Perc,0.3,0,0,30,3%
230,Hat,Unique,Prime,DEF%,Perc,0.3,0,31,70,6%
231,Hat,Unique,Prime,DEF%,Perc,0.3,0,71,300,9%
232,Hat,Unique,Prime,All Stats%,Perc,1.0,0,0,30,2%
233,Hat,Unique,Prime,All Stats%,Perc,1.0,0,31,70,4%
234,Hat,Unique,Prime,All Stats%,Perc,1.0,0,71,300,6%
235,Hat,Unique,Prime,5% chance to ignore 20% of monster damage dealt,Perc,0.05,0, 20 ,300,20%
236,Hat,Unique,Prime,5% chance to ignore 40% of monster damage dealt,Perc,0.05,0, 40 ,300,40%
237,Hat,Unique,Prime,Skills and Potion HP Recovery%,Perc,1.0,0,0,30,10%
238,Hat,Unique,Prime,Skills and Potion HP Recovery%,Perc,1.0,0,31,70,20%
239,Hat,Unique,Prime,Skills and Potion HP Recovery%,Perc,1.0,0,71,300,30%
240,Hat,Unique,Prime,Decent Mystic Door enabled,Flat,1.0,0, 70 ,300,0
241,Hat,Legendary,Prime,STR%,Perc,1.0,0,0,30,6%
242,Hat,Legendary,Prime,STR%,Perc,1.0,0,31,70,9%
243,Hat,Legendary,Prime,STR%,Perc,1.0,0,71,300,12%
244,Hat,Legendary,Prime,DEX%,Perc,1.0,0,0,30,6%
245,Hat,Legendary,Prime,DEX%,Perc,1.0,0,31,70,9%
246,Hat,Legendary,Prime,DEX%,Perc,1.0,0,71,300,12%
247,Hat,Legendary,Prime,INT%,Perc,1.0,0,0,30,6%
248,Hat,Legendary,Prime,INT%,Perc,1.0,0,31,70,9%
249,Hat,Legendary,Prime,INT%,Perc,1.0,0,71,300,12%
250,Hat,Legendary,Prime,LUK%,Perc,1.0,0,0,30,6%
251,Hat,Legendary,Prime,LUK%,Perc,1.0,0,31,70,9%
252,Hat,Legendary,Prime,LUK%,Perc,1.0,0,71,300,12%
253,Hat,Legendary,Prime,MaxHP%,Perc,1.0,0,0,30,6%
254,Hat,Legendary,Prime,MaxHP%,Perc,1.0,0,31,70,9%
255,Hat,Legendary,Prime,MaxHP%,Perc,1.0,0,71,300,12%
256,Hat,Legendary,Prime,MaxMP%,Perc,1.0,0,0,30,6%
257,Hat,Legendary,Prime,MaxMP%,Perc,1.0,0,31,70,9%
258,Hat,Legendary,Prime,MaxMP%,Perc,1.0,0,71,300,12%
259,Hat,Legendary,Prime,DEF%,Perc,1.0,0,0,30,6%
260,Hat,Legendary,Prime,DEF%,Perc,1.0,0,31,70,9%
261,Hat,Legendary,Prime,DEF%,Perc,1.0,0,71,300,12%
262,Hat,Legendary,Prime,All Stats%,Perc,1.0,0,0,30,3%
263,Hat,Legendary,Prime,All Stats%,Perc,1.0,0,31,70,6%
264,Hat,Legendary,Prime,All Stats%,Perc,1.0,0,71,300,9%
265,Hat,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,Perc,0.1,0, 20 ,300,20%
266,Hat,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,Perc,0.1,0, 40 ,300,40%
267,Hat,Legendary,Prime,Skills and Potion HP Recovery%,Perc,1.0,0,0,30,20%
268,Hat,Legendary,Prime,Skills and Potion HP Recovery%,Perc,1.0,0,31,70,30%
269,Hat,Legendary,Prime,Skills and Potion HP Recovery%,Perc,1.0,0,71,300,40%
270,Hat,Legendary,Prime,Skill Cooldown -1 second,Flat,1.0,1, 70 ,300,1
271,Hat,Legendary,Prime,Skill Cooldown -2 seconds,Flat,1.0,2, 120 ,300,2
272,Hat,Legendary,Prime,Decent Advanced Bless enabled,Flat,1.0,0, 120 ,300,0
273,Top ; Overall,Rare,Non prime,STR,Flat,1.0,0,0,20,1
274,Top ; Overall,Rare,Non prime,STR,Flat,1.0,0,21,40,2
275,Top ; Overall,Rare,Non prime,STR,Flat,1.0,0,41,50,3
276,Top ; Overall,Rare,Non prime,STR,Flat,1.0,0,51,70,4
277,Top ; Overall,Rare,Non prime,STR,Flat,1.0,0,71,90,5
278,Top ; Overall,Rare,Non prime,STR,Flat,1.0,0,91,300,6
279,Top ; Overall,Rare,Non prime,DEX,Flat,1.0,0,0,20,1
280,Top ; Overall,Rare,Non prime,DEX,Flat,1.0,0,21,40,2
281,Top ; Overall,Rare,Non prime,DEX,Flat,1.0,0,41,50,3
282,Top ; Overall,Rare,Non prime,DEX,Flat,1.0,0,51,70,4
283,Top ; Overall,Rare,Non prime,DEX,Flat,1.0,0,71,90,5
284,Top ; Overall,Rare,Non prime,DEX,Flat,1.0,0,91,300,6
285,Top ; Overall,Rare,Non prime,INT,Flat,1.0,0,0,20,1
286,Top ; Overall,Rare,Non prime,INT,Flat,1.0,0,21,40,2
287,Top ; Overall,Rare,Non prime,INT,Flat,1.0,0,41,50,3
288,Top ; Overall,Rare,Non prime,INT,Flat,1.0,0,51,70,4
289,Top ; Overall,Rare,Non prime,INT,Flat,1.0,0,71,90,5
290,Top ; Overall,Rare,Non prime,INT,Flat,1.0,0,91,300,6
291,Top ; Overall,Rare,Non prime,LUK,Flat,1.0,0,0,20,1
292,Top ; Overall,Rare,Non prime,LUK,Flat,1.0,0,21,40,2
293,Top ; Overall,Rare,Non prime,LUK,Flat,1.0,0,41,50,3
294,Top ; Overall,Rare,Non prime,LUK,Flat,1.0,0,51,70,4
295,Top ; Overall,Rare,Non prime,LUK,Flat,1.0,0,71,90,5
296,Top ; Overall,Rare,Non prime,LUK,Flat,1.0,0,91,300,6
297,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,0,10,5
298,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,11,20,10
299,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,21,30,15
300,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,31,40,20
301,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,41,50,25
302,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,51,60,30
303,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,61,70,35
304,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,71,80,40
305,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,81,90,45
306,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,91,100,50
307,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,101,110,55
308,Top ; Overall,Rare,Non prime,MaxHP,Flat,1.0,0,111,300,60
309,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,0,10,5
310,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,11,20,10
311,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,21,30,15
312,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,31,40,20
313,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,41,50,25
314,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,51,60,30
315,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,61,70,35
316,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,71,80,40
317,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,81,90,45
318,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,91,100,50
319,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,101,110,55
320,Top ; Overall,Rare,Non prime,MaxMP,Flat,1.0,0,111,300,60
321,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,0,10,5
322,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,11,20,10
323,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,21,30,15
324,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,31,40,20
325,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,41,50,25
326,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,51,60,30
327,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,61,70,35
328,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,71,80,40
329,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,81,90,45
330,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,91,100,50
331,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,101,110,55
332,Top ; Overall,Rare,Non prime,DEF,Flat,1.0,0,111,300,60
333,Top ; Overall,Rare,Prime,STR,Flat,1.0,0,0,20,2
334,Top ; Overall,Rare,Prime,STR,Flat,1.0,0,21,40,4
335,Top ; Overall,Rare,Prime,STR,Flat,1.0,0,41,50,6
336,Top ; Overall,Rare,Prime,STR,Flat,1.0,0,51,70,8
337,Top ; Overall,Rare,Prime,STR,Flat,1.0,0,71,90,10
338,Top ; Overall,Rare,Prime,STR,Flat,1.0,0,91,300,12
339,Top ; Overall,Rare,Prime,DEX,Flat,1.0,0,0,20,2
340,Top ; Overall,Rare,Prime,DEX,Flat,1.0,0,21,40,4
341,Top ; Overall,Rare,Prime,DEX,Flat,1.0,0,41,50,6
342,Top ; Overall,Rare,Prime,DEX,Flat,1.0,0,51,70,8
343,Top ; Overall,Rare,Prime,DEX,Flat,1.0,0,71,90,10
344,Top ; Overall,Rare,Prime,DEX,Flat,1.0,0,91,300,12
345,Top ; Overall,Rare,Prime,INT,Flat,1.0,0,0,20,2
346,Top ; Overall,Rare,Prime,INT,Flat,1.0,0,21,40,4
347,Top ; Overall,Rare,Prime,INT,Flat,1.0,0,41,50,6
348,Top ; Overall,Rare,Prime,INT,Flat,1.0,0,51,70,8
349,Top ; Overall,Rare,Prime,INT,Flat,1.0,0,71,90,10
350,Top ; Overall,Rare,Prime,INT,Flat,1.0,0,91,300,12
351,Top ; Overall,Rare,Prime,LUK,Flat,1.0,0,0,20,2
352,Top ; Overall,Rare,Prime,LUK,Flat,1.0,0,21,40,4
353,Top ; Overall,Rare,Prime,LUK,Flat,1.0,0,41,50,6
354,Top ; Overall,Rare,Prime,LUK,Flat,1.0,0,51,70,8
355,Top ; Overall,Rare,Prime,LUK,Flat,1.0,0,71,90,10
356,Top ; Overall,Rare,Prime,LUK,Flat,1.0,0,91,300,12
357,Top ; Overall,Rare,Prime,MaxHP,Flat,1.0,0,0,10,10
358,Top ; Overall,Rare,Prime,MaxHP,Flat,1.0,0,11,20,20
359,Top ; Overall,Rare,Prime,MaxHP,Flat,1.0,0,21,30,30
360,Top ; Overall,Rare,Prime,MaxHP,Flat,1.0,0,31,40,40
361,Top ; Overall,Rare,Prime,MaxHP,Flat,1.0,0,41,50,50
